0,inf,inf,inf,inf,1.5551118186786195,1.7030084021676783,inf,inf,inf,1.884605766946933,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.020288945106323,inf,inf,inf,inf,inf,2.162276014609801,inf,inf,inf,7.880461862377468,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.6328456193407215,inf,inf,inf,inf,inf,6.9207171877201725,inf,inf,inf,5.434710451337773,inf,8.439232591765926,8.279182147419245,inf,2.8093546057463357,inf,9.417649707054688,7.136161524205626,inf,1.9610254008472494,3.562840910626327,inf,inf,inf,inf,inf,3.338189195378274,inf,inf,inf,0.8339631171426243,6.7308873034990615,inf,inf,inf,inf,inf,6.732152020953764,6.074377027511436,inf,inf,5.951249984043072,9.145021305952543,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0,4.530243879808172,9.463591197810233,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.03668686244056,inf,inf,9.024456300020596,8.875308091715993,inf,inf,inf,9.662188392180136,5.7551392703190665,6.2607786741752625,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.039425374731996,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.6569961305208185,4.98428135571732,inf,5.559561540425909,inf,6.887654182228664,inf,inf,inf,inf,inf,inf,5.795002751079989,inf,inf,inf,inf,inf,inf,8.106351486231208,inf,inf,inf,inf,inf,inf,inf,2.622402889067321,inf,inf,inf,4.637283713897876,5.648547473607307,inf,inf,inf,inf,inf,inf,9.086202164036056,7.859856525358122,inf,4.799099638748375,inf,inf,inf,inf,inf
inf,4.530243879808172,0,inf,6.102914482856223,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.7096883713860653,inf,inf,2.912483728457338,inf,inf,inf,inf,9.189942135284353,inf,inf,inf,5.156146044110911,3.5432876020129678,inf,inf,4.503159023519894,inf,0.07075988157491997,inf,3.3476333657700885,inf,inf,inf,inf,4.731143002095678,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.716443558136481,inf,inf,inf,inf,inf,inf,0.3734777121116306,inf,7.098708297667372,9.727383665048128,7.230217398133694,inf,inf,3.4482359052720293,inf,inf,5.101681426967959,inf,inf,0.7152297203044999,inf,inf,1.465965834397892,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,9.463591197810233,inf,0,inf,inf,inf,0.9075361426404838,inf,4.276462558666138,inf,inf,inf,3.1078791165964317,inf,inf,3.4613111123143248,inf,9.556046677403458,inf,inf,2.0603388046452675,inf,inf,0.5227204218884174,2.9732592556758353,1.9012508655219507,inf,inf,inf,inf,inf,6.264127806441565,3.835910548576159,inf,inf,inf,inf,9.427548777871953,inf,inf,inf,inf,inf,3.6051740906546503,inf,inf,inf,inf,8.41165491799108,inf,inf,7.500611542042498,7.272989382549435,inf,inf,inf,inf,7.323723705885955,inf,inf,inf,inf,inf,inf,inf,inf,1.904201810063979,inf,4.949729068933875,inf,2.5613660770827384,inf,inf,inf,inf,inf,7.676451837006455,inf,inf,inf,inf,inf,inf,5.247426026548903,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.06788024069872,4.799967873005558,8.547542946841164,inf
inf,inf,6.102914482856223,inf,0,inf,3.002485467876407,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.8963985653329996,inf,4.367911662506456,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9.610533393137674,1.6675952088393653,inf,inf,inf,inf,inf,inf,inf,4.542779565746163,inf,inf,inf,2.553706402138032,inf,inf,inf,inf,1.9411168320949768,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.49289248989845,inf,inf,inf,inf,inf,inf,9.266878985638352,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.9293083947219936,inf,inf,9.587025998259431,inf,inf
1.5551118186786195,inf,inf,inf,inf,0,inf,inf,9.316236987378453,1.1417090819458042,1.4059257298433525,inf,inf,inf,5.921359612969328,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.903672295529702,inf,4.844400267510117,inf,inf,inf,inf,inf,inf,8.478810753569386,inf,9.324230667301444,inf,inf,7.397743595280872,inf,4.70905508704662,inf,inf,inf,inf,inf,inf,inf,9.681491346975568,3.685842291433322,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.059571446257409,inf,inf,3.9033864186728295,inf,inf,inf,4.763633220820465,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.020396779298634,inf,inf,1.8610975858734935,inf,inf,inf,inf,5.804859451091756,inf,inf,inf,inf,inf,inf,inf,inf
1.7030084021676783,inf,inf,inf,3.002485467876407,inf,0,inf,inf,inf,inf,inf,1.3602321906170067,3.374887346688047,9.208311214121862,6.475029419677148,inf,2.0631443560500706,inf,4.861052540098816,inf,2.418055321739762,inf,inf,inf,inf,inf,inf,inf,3.455272262016452,9.226128417054609,inf,inf,0.0007956579526735563,inf,inf,8.98240085644727,inf,6.324706385994522,inf,inf,inf,3.649117135527309,inf,0.8871540777275932,inf,9.309409082880991,inf,inf,inf,9.690158926665797,9.089794594921237,inf,inf,2.045467494051043,inf,inf,inf,inf,inf,inf,inf,inf,5.6917010337531675,inf,3.3988757664963076,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.0080674135672822,inf,0.11987416623428393,5.440593381966337,inf,inf,7.184910060746691,9.047578558048222,inf,inf,3.8152738177134693,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,0.9075361426404838,inf,inf,inf,0,9.334050582979089,inf,4.6567882037062525,inf,inf,inf,inf,inf,inf,2.559723907205862,8.318010603471992,inf,inf,1.4614109823170973,inf,7.812505574677554,inf,inf,inf,inf,inf,inf,7.44305730147363,5.145878792494153,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.437144510025252,inf,inf,inf,inf,5.671244548679005,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.503221666216796,inf,inf,inf,inf,inf,1.6513154861258772,inf,inf,9.051333636613142,8.483949752063564,inf,inf,inf,6.652490666617737,inf,inf,8.000467169019002,3.6027276359819096,inf,9.338150507738227,1.6221514431711181,inf,inf,inf,inf,inf,5.181648708266681,inf,6.449886579394926,inf,inf,inf,inf,inf,4.611367709070089,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,9.316236987378453,inf,9.334050582979089,0,9.664987359387192,inf,inf,inf,2.092543185534753,inf,inf,inf,6.091829068215537,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.47747554055821,inf,inf,inf,inf,inf,inf,inf,inf,7.02738392498977,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.7765702791292624,inf,inf,8.211413336385998,9.326782431905151,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.084307077190023,inf,inf,inf,3.923472347438044,inf,inf,inf,inf,inf,inf,0.012874652340094661,inf,inf,inf,inf,3.7944344611021394,6.360813114212678,inf,inf,9.77880632933208
inf,inf,inf,4.276462558666138,inf,1.1417090819458042,inf,inf,9.664987359387192,0,inf,3.505343219337446,1.2544481991027756,inf,inf,8.424590268669697,inf,inf,4.818873753063004,inf,inf,9.282282787727027,9.8441919023217,inf,inf,inf,inf,1.199891888302148,inf,inf,inf,inf,inf,inf,7.224562233848345,inf,inf,inf,inf,inf,inf,inf,inf,4.922815477001907,8.439903412064746,inf,inf,4.417598739416388,inf,inf,inf,inf,inf,4.125299142179455,inf,inf,inf,5.168301204456714,inf,5.507498615617019,7.826961352322794,inf,inf,inf,inf,inf,inf,inf,inf,6.130209211792873,inf,inf,inf,inf,inf,inf,inf,inf,1.7075546054899393,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.534293086677708,inf,inf,0.68885682663958,inf,inf,inf,inf,inf,inf,inf,8.381193404455383
1.884605766946933,inf,inf,inf,inf,1.4059257298433525,inf,4.6567882037062525,inf,inf,0,inf,inf,inf,inf,inf,inf,5.004608168546637,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.539716528701052,inf,4.4428547931125735,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.012298842447297,inf,2.647108872012496,inf,inf,inf,inf,inf,3.5867735052284075,inf,inf,3.1524975027114897,inf,inf,inf,inf,inf,inf,inf,3.56237964458346,inf,inf,inf,inf,inf,inf,0.7022481963057281,6.328751741777037,inf,4.0201364848917045,inf,1.340959997932678,inf,inf,inf,inf,0.5556433397123028,inf,inf,inf,1.0634238713397126,inf,inf,inf,inf,inf,inf,2.8297194698553776,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,3.505343219337446,inf,0,inf,inf,7.480120814486883,inf,inf,inf,inf,inf,2.7606054104539357,inf,7.585624565283579,5.547630699322044,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141914574356991,inf,inf,inf,5.371229214649943,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.1320531352341376,4.4610474146217225,inf,inf,inf,inf,inf,inf,inf,6.936990892109286,inf,inf,6.920731820565131,inf,7.100085204462267,inf,inf,inf,inf,inf,inf,inf,9.132435271209117,inf,inf,inf,inf,inf,inf,inf,inf,9.800444501733418,inf,inf,inf,inf,inf,8.344575324200951,2.837308001201033,5.398761430774032,8.122585487377705,inf,inf,7.957489159433596,inf,inf
inf,inf,inf,inf,inf,inf,1.3602321906170067,inf,inf,1.2544481991027756,inf,inf,0,3.544568315049964,inf,inf,inf,inf,inf,9.13977535935735,inf,inf,9.575321938415836,inf,inf,4.280597160013436,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.553374858563297,inf,inf,0.22974312653368245,inf,inf,inf,inf,7.027377932623753,inf,9.206356323407203,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.774187581113617,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.1344788996359574,1.6023656525057894,inf,inf,inf,6.825499269931598,inf,inf,inf,inf,9.726935240443527,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,3.1078791165964317,inf,inf,3.374887346688047,inf,2.092543185534753,inf,inf,inf,3.544568315049964,0,inf,inf,inf,5.8294097891507075,inf,inf,inf,inf,9.479611235261729,inf,inf,inf,inf,inf,inf,5.313699331531002,8.778805531165052,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.909805662753156,inf,inf,9.559508724088706,inf,8.00512719816833,inf,inf,8.139059162832572,inf,inf,inf,inf,4.18920993484035,inf,inf,inf,inf,inf,inf,inf,inf,2.089107425268002,inf,inf,inf,inf,inf,inf,inf,6.360393557224986,3.3894734632382173,inf,inf,inf,6.333117883376403,inf,9.304846424443298,inf,inf,4.348703871836115,9.51692032815988,inf,9.768058040250262,5.832194848613121,inf,inf,5.44327756587835,inf,inf,inf,5.022666238105056,5.601938592262292,inf,2.311213050643197,inf,inf,5.097302909517901,inf
